Name,Location,Kharif Crop,Rabi Crop,Number of Acres,Method1,Method2,Method3,Number of credits / carbon sequestration potential,Yield Increase,Emission reduction,Cost,Project value,Project Start Date,Verification date,Date of credits receival,Additional comments,Source
e Carbon Smart Cropping And Pasture Systems USA ," West Coast,US",,,15000,organic amendments ,cover crops, pasture improvement,"40,00,000.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4877
e Carbon Smart Cropping And Pasture Systems USA ," West Coast,US",,,15000,organic amendments ,cover crops, pasture improvement,"42,50,000.00",,,,,01-01-2041,,31-12-2041,,https://registry.verra.org/app/projectDetail/VCS/4877
e Carbon Smart Cropping And Pasture Systems USA ," West Coast,US",,,15000,organic amendments ,cover crops, pasture improvement,"45,00,000.00",,,,,01-01-2042,,31-12-2042,,https://registry.verra.org/app/projectDetail/VCS/4877
e Carbon Smart Cropping And Pasture Systems USA ," West Coast,US",,,15000,organic amendments ,cover crops, pasture improvement,"47,50,000.00",,,,,01-01-2043,,31-12-2043,,https://registry.verra.org/app/projectDetail/VCS/4877
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"5,000.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"10,000.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"60,000.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"90,000.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"1,50,000.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"2,50,000.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"4,50,000.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"6,50,000.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"8,50,000.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"10,00,000.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"12,50,000.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"15,00,000.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"20,00,000.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"25,00,000.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"30,00,000.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"32,50,000.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"35,00,000.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"40,00,000.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"42,50,000.00",,,,,01-01-2041,,31-12-2041,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"45,00,000.00",,,,,01-01-2042,,31-12-2042,,https://registry.verra.org/app/projectDetail/VCS/4842
Carbon Smart Orchards," West Coast,US",Blueberries,fruit trees and nut trees.,1802.464,organic materials s and mulch, cover cropping and inter-row biomass generation,permanent tree crops,"47,50,000.00",,,,,01-01-2043,,31-12-2043,,https://registry.verra.org/app/projectDetail/VCS/4842
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"75,455.00",,,,,2021,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"9,43,198.00",,,,,2022,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"18,86,397.00",,,,,2023,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"37,72,794.00",,,,,2024,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2025,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2026,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2027,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2028,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2029,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2030,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2031,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2032,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2033,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2034,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2035,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2036,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2037,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2038,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2039,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Pvt Ltd ,"Maharashtra,Gujrat","Rice, Cotton, Maize, Sugarcane, Soybean ",Wheat,"98,822",fertilizer management,cover cropping,zero tillage,"56,59,192.00",,,,,2040,,,,https://registry.verra.org/app/projectDetail/VCS/4574
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"1,79,520.00",,,,,15-10-2020,,14-10-2021,The crops info is taken from search,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"4,76,713.00",,,,,15-10-2021,,14-10-2022,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"12,98,962.00",,,,,15-10-2022,,14-10-2023,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"21,76,189.00",,,,,15-10-2023,,14-10-2024,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"39,37,628.00",,,,,15-10-2024,,14-10-2025,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2025,,14-10-2026,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2026,,14-10-2027,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2027,,14-10-2028,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2028,,14-10-2029,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2029,,14-10-2030,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2030,,14-10-2031,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2031,,14-10-2032,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2032,,14-10-2033,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2033,,14-10-2034,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2034,,14-10-2035,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2035,,14-10-2036,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2036,,14-10-2037,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2037,,14-10-2038,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2038,,14-10-2039,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd," Andhra Pradesh, Chhattisgarh, Karnataka, Orrisa, and Telangana"," Rice, maize","Wheat, barley","98,84,200",Reduce tillage,Crop residue management ,Improved fertilizer management ,"65,63,488.00",,,,,15-10-2039,,14-10-2040,,https://registry.verra.org/app/projectDetail/VCS/4767
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh",,,"98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"1,31,293.00",,,,,15-10-2020,,14-10-2021,"In addition to above three methods are these three methodologies.
The company is applying 6 methods",https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"2,62,586.00",,,,,15-10-2021,,14-10-2022,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"9,80,665.00",,,,,15-10-2022,,14-10-2023,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"17,95,198.00",,,,,15-10-2023,,14-10-2024,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"45,54,930.00",,,,,15-10-2024,,14-10-2025,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2025,,14-10-2026,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2026,,14-10-2027,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2027,,14-10-2028,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2028,,14-10-2029,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2029,,14-10-2030,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2030,,14-10-2031,,https://registry.verra.org/app/projectDetail/VCS/4768
Grow Indigo Private Ltd,"Bihar, Madhya Pradesh, Rajasthan, and Uttar Pradesh","Rice (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains)
Maize (Upper Gangetic Plains, Central Plateau and Hills, Western Dry Region)
Sugarcane (Upper Gangetic Plains)
Millet (Lower Gangetic Plains)
Jowar (Western Dry Region)
Bajra (Western Dry Region)","Wheat (Upper Gangetic Plains, Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Pulses (Middle Gangetic Plains, Lower Gangetic Plains, Central Plateau and Hills)
Barley (not explicitly mentioned, but barley is a rabi crop commonly grown in such regions)","98,84,200",Improve crop establishment and water/ irrigation managemen,Cover cropping/ Crop rotation,Agroforestry ,"62,16,255.00",,,,,15-10-2031,,14-10-2032,,https://registry.verra.org/app/projectDetail/VCS/4768
