Location,Kharif,Rabi,Acres,Type,Method1,Method2,Method3,Credits
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"1,49,599.80"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"1,49,599.80"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Bajra,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Jowar,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Rajasthan,Pulses,No Crop,"8,23,683.33",Arenosols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Telangana,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"6,49,481.00"
Telangana,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"19,68,814.00"
Telangana,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Telangana,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Telangana,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Telangana,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Telangana,Rice ,Wheat,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Telangana,Rice ,Green Manure Crop,"49,42,100.00",Luvisols,Reduced Tillage,Irrigation Management,Fertilizer Management ,"32,81,744.00"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Cover Crop,Agroforestry ,"10,941.08"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Cover Crop,Agroforestry ,"10,941.08"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Cover Crop,Agroforestry ,"10,941.08"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Cover Crop,Agroforestry ,"10,941.08"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Cover Crop,Agroforestry ,"10,941.08"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"21,882.17"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"81,722.08"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Fertilizer Management,Residue Management,Crop Rotation,"1,49,599.80"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"3,79,577.50"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Reduced Tillage,Fertilizer Management,Irrigation Management,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Sugarcane,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Maize,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Rice,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Uttar Pradesh,Pulses,Wheat  ,"8,23,683.33",Cambisols,Irrigation Management,Reduced Tillage,Crop Rotation,"5,18,021.30"
Gujrat,Cotton,Wheat,2000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894
Gujrat,Sugercane,Wheat,2000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894
Gujrat,Rice,Wheat,2000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894
Gujrat,Maize,Wheat,2000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894
Gujrat,Soybean,Wheat,2000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,4894
Gujrat,Cotton,Wheat,4000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788
Gujrat,Sugercane,Wheat,4000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788
Gujrat,Rice,Wheat,4000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788
Gujrat,Maize,Wheat,4000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788
Gujrat,Soybean,Wheat,4000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,9788
Gujrat,Cotton,Wheat,8000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576
Gujrat,Sugercane,Wheat,8000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576
Gujrat,Rice,Wheat,8000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576
Gujrat,Maize,Wheat,8000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576
Gujrat,Soybean,Wheat,8000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,19576
Gujrat,Cotton,Wheat,100000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700
Gujrat,Sugercane,Wheat,100000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700
Gujrat,Rice,Wheat,100000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700
Gujrat,Maize,Wheat,100000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700
Gujrat,Soybean,Wheat,100000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,244700
Gujrat,Cotton,Wheat,200000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400
Gujrat,Sugercane,Wheat,200000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400
Gujrat,Rice,Wheat,200000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400
Gujrat,Maize,Wheat,200000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400
Gujrat,Soybean,Wheat,200000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,489400
Gujrat,Cotton,Wheat,400000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800
Gujrat,Sugercane,Wheat,400000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800
Gujrat,Rice,Wheat,400000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800
Gujrat,Maize,Wheat,400000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800
Gujrat,Soybean,Wheat,400000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,978800
Gujrat,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Cotton,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Sugercane,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Maize,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Gujrat,Soybean,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
Maharashtra,Rice,Wheat,600000,Vertisols,Fertilizer Management,Cover Crop,zero tillage,1468200
